regulation_project_id;Срок, в течение которого разработчиком принимались предложения в связи проведением публичного обсуждения проекта акта
45076;[o_19_2_2]
45077;публичное обсуждение проекта акта в настоящее время не проведено
45077;публичное обсуждение проекта акта в настоящее время не проведено
45080;17.02.2016
45080;21.04.2016
45082;[o_ | 20 | _2_1]
45082;[o_ | 20 | _2_2]
45083;[o_ | 20 | _2_1]
45083;[o_ | 20 | _2_2]
45085;[o_13_2_1]
45085;[o_13_2_2]
45086;[o_19_2_1]
45086;[o_19_2_2]
45087;[o_19_2_1]
45087;[o_19_2_2]
45089;[o_19_2_1]
45089;[o_19_2_2]
45105;[o_13_2_1]
45105;[o_13_2_2]
45107;[o_13_2_1]
45107;[o_13_2_2]
45118;31.12.2015
45118;21.01.2016
45125;[o_13_2_1]
45125;[o_13_2_2]
45127;[o_13_2_1]
45127;[o_13_2_2]
45149;[o_19_2_1]
45149;[o_19_2_2]
45150;[o_19_2_1]
45150;[o_19_2_2]
45161;[o_19_2_1]
45161;[o_19_2_2]
45166;[o_19_2_1]
45166;[o_19_2_2]
45199;[o_13_2_1]
45199;[o_13_2_2]
45201;[o_19_2_1]
45201;[o_19_2_2]
45202;[o_13_2_1]
45202;[o_13_2_2]
45204;[o_19_2_1]
45204;[o_19_2_2]
45205;[o_19_2_1]
45205;[o_19_2_2]
45208;01.02.2016
45208;14.02.2016
45209;[o_13_2_1]
45209;[o_13_2_2]
45217;[o_19_2_1]
45217;[o_19_2_2]
45218;[o_13_2_1]
45218;[o_13_2_2]
45221;[o_19_2_1]
45221;[o_19_2_2]
45223;12.02.2016
45223;10.03.2016
45225;[o_13_2_1]
45225;[o_13_2_2]
45228;20 сентября 2019 г.
45228;4 октября 2019 г.
45230;[o_13_2_1]
45230;[o_13_2_2]
45250;[o_13_2_1]
45250;[o_13_2_2]
45260;[o_13_2_1]
45260;[o_13_2_2]
45261; 
45261; 
45271;[o_ | 20 | _2_1]
45271;[o_ | 20 | _2_2]
45310;[o_13_2_1]
45310;[o_13_2_2]
45313;[o_13_2_1]
45313;[o_13_2_2]
45339;[o_19_2_1]
45339;[o_19_2_2]
45351;[o_13_2_1]
45351;[o_13_2_2]
45374;[o_19_2_1]
45374;[o_19_2_2]
45380;[o_19_2_1]
45380;[o_19_2_2]
45389;[o_19_2_1]
45389;[o_19_2_2]
45412;[o_13_2_1]
45412;[o_13_2_2]
45420;[o_19_2_1]
45420;[o_19_2_2]
45450;[o_13_2_1]
45450;[o_13_2_2]
45462;[o_13_2_1]
45462;[o_13_2_2]
45466;[o_13_2_1]
45466;[o_13_2_2]
45467;[o_19_2_1]
45467;[o_19_2_2]
45470;[o_ | 20 | _2_1]
45470;[o_ | 20 | _2_2]
45471;[o_13_2_1]
45471;[o_13_2_2]
45472;[o_19_2_1]
45472;[o_19_2_2]
45480;14.03.2016
45480;28.03.2016 
45495;[o_19_2_1]
45495;[o_19_2_2]
45560;[o_19_2_1]
45560;[o_19_2_2]
45571;[o_19_2_1]
45571;[o_19_2_2]
45582;[o_13_2_1]
45582;[o_13_2_2]
45586;[o_13_2_1]
45586;[o_13_2_2]
45593;[o_19_2_1]
45593;[o_19_2_2]
45602;[o_ | 20 | _2_1]
45602;[o_ | 20 | _2_2]
45603;[o_ | 20 | _2_1]
45603;[o_ | 20 | _2_2]
45605;информация уточняется
45605;информация уточняется
45609;[o_19_2_1]
45609;[o_19_2_2]
45615;[o_19_2_1]
45615;[o_19_2_2]
45616;[o_19_2_1]
45616;[o_19_2_2]
45626;[o_19_2_1]
45626;[o_19_2_2]
45634;[o_13_2_1]
45634;[o_13_2_2]
45644;[o_19_2_1]
45644;[o_19_2_2]
45645;-
45645;-
45646;[o_19_2_1]
45646;[o_19_2_2]
45647;[o_13_2_1]
45647;[o_13_2_2]
45652;[o_19_2_1]
45652;[o_19_2_2]
45655;[o_13_2_1]
45655;[o_13_2_2]
45660;информация уточняется
45660;информация уточняется
45671;информация уточняется
45671;информация уточняется
45689;информация уточняется
45689;информация уточняется
45691;информация уточняется
45691;информация уточняется
45693;информация уточняется
45693;информация уточняется
45695;информация уточняется
45695;информация уточняется
45699;20.08.2019 
45699;информация уточняется 
45701;информация уточняется
45701;информация уточняется
45703;[o_ | 20 | _2_1]
45703;[o_ | 20 | _2_2]
45705;[o_ | 20 | _2_1]
45705;[o_ | 20 | _2_2]
45706;[o_19_2_1]
45706;[o_19_2_2]
45707;информация уточняется
45707;информация уточняется
45708;информация уточняется
45708;информация уточняется
45710;информация уточняется
45710;информация уточняется
45712;[o_19_2_1]
45712;[o_19_2_2]
45715;[o_13_2_1]
45715;[o_13_2_2]
45717;информация уточняется
45717;информация уточняется
45723;информация уточняется
45723;информация уточняется
45726;[o_19_2_1]
45726;[o_19_2_2]
45748;[o_19_2_1]
45748;[o_19_2_2]
45750;[o_ | 20 | _2_1]
45750;[o_ | 20 | _2_2]
45751;[o_ | 20 | _2_1]
45751;[o_ | 20 | _2_2]
45755;[o_ | 20 | _2_1]
45755;[o_ | 20 | _2_2]
45756;[o_ | 20 | _2_1]
45756;[o_ | 20 | _2_2]
45771;[o_13_2_1]
45771;[o_13_2_2]
45775;[o_19_2_1]
45775;[o_19_2_2]
45779;[o_19_2_1]
45779;[o_19_2_2]
45791;[o_ | 20 | _2_1]
45791;[o_ | 20 | _2_2]
45793;[o_13_2_1]
45793;[o_13_2_2]
45799;[o_19_2_1]
45799;[o_19_2_2]
45802;[o_19_2_1]
45802;[o_19_2_2]
45831;08.06.2016
45831;21.06.2016
45836;[o_13_2_1]
45836;[o_13_2_2]
45852;[o_ | 20 | _2_1]
45852;[o_ | 20 | _2_2]
45861;03.02.2016
45861;16.02.2016
45865;[o_13_2_1]
45865;[o_13_2_2]
45868;[o_ | 20 | _2_1]
45868;[o_ | 20 | _2_2]
45873;[o_13_2_1]
45873;[o_13_2_2]
45876;[o_19_2_1]
45876;[o_19_2_2]
45885;[o_19_2_1]
45885;[o_19_2_2]
45886;24 марта 2016 г.
45886;29 апреля 2016 г.
45887;[o_13_2_1]
45887;[o_13_2_2]
45891;[o_13_2_1]
45891;[o_13_2_2]
45900;[o_19_2_1]
45900;[o_19_2_2]
45918;[o_13_2_1]
45918;[o_13_2_2]
45936;[o_ | 20 | _2_1]
45936;[o_ | 20 | _2_2]
45938;[o_13_2_1]
45938;[o_13_2_2]
45940;[o_13_2_1]
45940;[o_13_2_2]
45948;[o_19_2_1]
45948;[o_19_2_2]
45952;[o_13_2_1]
45952;[o_13_2_2]
45966;[o_19_2_1]
45966;[o_19_2_2]
45971;[o_13_2_1]
45971;[o_13_2_2]
45989;[o_13_2_1]
45989;[o_13_2_2]
45997;[o_19_2_1]
45997;[o_19_2_2]
46019;[o_13_2_1]
46019;[o_13_2_2]
46022;[o_19_2_1]
46022;[o_19_2_2]
46028;[o_13_2_1]
46028;[o_13_2_2]
46030;09.02.2016
46030;11.04.2016
46045;[o_13_2_1]
46045;[o_13_2_2]
46050;[o_ | 20 | _2_1]
46050;[o_ | 20 | _2_2]
46057;11.03.2016
46057;24.03.2016
46060;24 марта 2016 г.
46060;25 апреля 2016 г.
46062;[o_ | 20 | _2_1]
46062;[o_ | 20 | _2_2]
46066;[o_19_2_1]
46066;[o_19_2_2]
46071;[o_19_2_1]
46071;[o_19_2_2]
46074;[o_ | 20 | _2_1]
46074;[o_ | 20 | _2_2]
46078;[o_13_2_1]
46078;[o_13_2_2]
46081;[o_13_2_1]
46081;[o_13_2_2]
46082;6 октября 2016 г.
46082;20 ноября 2016 г.
46098;[o_19_2_1]
46098;[o_19_2_2]
46108;[o_13_2_1]
46108;[o_13_2_2]
46115;[o_13_2_1]
46115;[o_13_2_2]
46123;[o_ | 20 | _2_1]
46123;[o_ | 20 | _2_2]
46126;[o_19_2_1]
46126;[o_19_2_2]
46155;[o_19_2_1]
46155;[o_19_2_2]
46162;[o_13_2_1]
46162;[o_13_2_2]
46170;[o_19_2_1]
46170;[o_19_2_2]
46179;[o_19_2_1]
46179;[o_19_2_2]
46181;[o_13_2_1]
46181;[o_13_2_2]
46183;[o_13_2_1]
46183;[o_13_2_2]
46186;[o_19_2_1]
46186;[o_19_2_2]
46190;[o_19_2_1]
46190;[o_19_2_2]
46191;[o_19_2_1]
46191;[o_19_2_2]
46193;[o_19_2_1]
46193;[o_19_2_2]
46194;[o_19_2_1]
46194;[o_19_2_2]
46197;[o_13_2_1]
46197;[o_13_2_2]
46198;22.03.2016
46198;25.05.2016
46206;[o_ | 20 | _2_1]
46206;[o_ | 20 | _2_2]
46230;[o_19_2_1]
46230;[o_19_2_2]
46233;26.08.2019
46233;19.09.2019
46267;[o_19_2_1]
46267;[o_19_2_2]
46270;16.03.2016
46270;29.03.2016
46278;-
46278;-
46281;-
46281;-
46286;[o_13_2_1]
46286;[o_13_2_2]
46290;[o_13_2_1]
46290;[o_13_2_2]
46298;[o_ | 20 | _2_1]
46298;[o_ | 20 | _2_2]
46299;22 января 2016 г.
46299;6 февраля 2016 г.
46316;[o_13_2_1]
46316;[o_13_2_2]
46317;[o_13_2_1]
46317;[o_13_2_2]
46322;[o_13_2_1]
46322;[o_13_2_2]
46334;[o_19_2_1]
46334;[o_19_2_2]
46348;[o_13_2_1]
46348;[o_13_2_2]
46373;30.03.2016 по 12.04.2016
46373;Дополнительно с 08.07.2016 в 21.07.2016
46397;[o_19_2_1]
46397;[o_19_2_2]
46398;[o_ | 20 | _2_1]
46398;[o_ | 20 | _2_2]
46404;[o_19_2_1]
46404;[o_19_2_2]
46417;[o_19_2_1]
46417;[o_19_2_2]
46424;[o_13_2_1]
46424;[o_13_2_2]
46433;4 апреля 2019 г.
46433;17 апреля 2019 г.
46434;29.03.2016
46434;28.04.2016
46449;08.08.2016 
46449;02.09.2016
46453;[o_13_2_1]
46453;[o_13_2_2]
46462;[o_ | 20 | _2_1]
46462;[o_ | 20 | _2_2]
46466;[o_19_2_1]
46466;[o_19_2_2]
46467;[o_19_2_1]
46467;[o_19_2_2]
46471;Не проводилось
46471;Не проводилось
46494;[o_13_2_1]
46494;[o_13_2_2]
46509;[o_13_2_1]
46509;[o_13_2_2]
46518;[o_13_2_1]
46518;[o_13_2_2]
46547;[o_19_2_1]
46547;[o_19_2_2]
46554;[o_19_2_1]
46554;[o_19_2_2]
46556;[o_13_2_1]
46556;[o_13_2_2]
46562;06.04.2016
46562;06.05.2016
46564;[o_19_2_1]
46564;[o_19_2_2]
46567;[o_19_2_1]
46567;[o_19_2_2]
46580;[o_19_2_1]
46580;[o_19_2_2]
46581;[o_19_2_1]
46581;[o_19_2_2]
46586;[o_ | 20 | _2_1]
46586;[o_ | 20 | _2_2]
46593;24.06.2016
46593;21.07.2016
46595;[o_ | 20 | _2_1]
46595;[o_ | 20 | _2_2]
46618;[o_ | 20 | _2_1]
46618;[o_ | 20 | _2_2]
46622;29.02
46622;21.03
46640;[o_19_2_1]
46640;[o_19_2_2]
46642;[o_13_2_1]
46642;[o_13_2_2]
46654;[o_19_2_1]
46654;[o_19_2_2]
46658;[o_19_2_1]
46658;[o_19_2_2]
46659;[o_19_2_1]
46659;[o_19_2_2]
46670;[o_13_2_1]
46670;[o_13_2_2]
46679;[o_19_2_1]
46679;[o_19_2_2]
46686;[o_19_2_1]
46686;[o_19_2_2]
46711;[o_13_2_1]
46711;[o_13_2_2]
46712;[o_19_2_1]
46712;[o_19_2_2]
46716;13.01.2017
46716;21.03.2017
46721;[o_ | 20 | _2_1]
46721;[o_ | 20 | _2_2]
46723;-
46723;-
46726;[o_13_2_1]
46726;[o_13_2_2]
46728;[o_19_2_1]
46728;[o_19_2_2]
46731;[o_ | 20 | _2_1]
46731;[o_ | 20 | _2_2]
46742;[o_ | 20 | _2_1]
46742;[o_ | 20 | _2_2]
46759;16.08.2016
46759;15.09.2016
46767;[o_ | 20 | _2_1]
46767;[o_ | 20 | _2_2]
46779;[o_13_2_1]
46779;[o_13_2_2]
46797;[o_19_2_1]
46797;[o_19_2_2]
46816;[o_19_2_1]
46816;[o_19_2_2]
46825;[o_19_2_1]
46825;[o_19_2_2]
46833;09.03.2016
46833;05.04.2016
46838; 
46838; 
46842;[o_19_2_1]
46842;[o_19_2_2]
46851;[o_ | 20 | _2_1]
46851;[o_ | 20 | _2_2]
46872;[o_19_2_1]
46872;[o_19_2_2]
46895;[o_13_2_1]
46895;[o_13_2_2]
46903;[o_19_2_1]
46903;[o_19_2_2]
46905;[o_13_2_1]
46905;[o_13_2_2]
46913;[o_19_2_1]
46913;[o_19_2_2]
46922;29.03.2016
46922;25.04.2016
46925;29.03.2016
46925;25.04.2016
46935;27 июля 2016
46935;24 августа 2016
46940;23.08.2016
46940;21.09.2016
46962;05 июля 2016 г.
46962;01 августа 2016 г.
46968;05 июля 2016 г.
46968;01 августа 2016 г.
46970;4 июля 2016 г.
46970;29 июля 2016 г.
47004;[o_19_2_1]
47004;[o_19_2_2]
47024;[o_13_2_1]
47024;[o_13_2_2]
47032;25 июля 2016
47032;24 августа 2016
47033;[o_ | 20 | _2_1]
47033;[o_ | 20 | _2_2]
47050;[o_19_2_1]
47050;[o_19_2_2]
47054;[o_ | 20 | _2_1]
47054;[o_ | 20 | _2_2]
47058; 
47058; 
47069;[o_ | 20 | _2_1]
47069;[o_ | 20 | _2_2]
47071;[o_19_2_1]
47071;[o_19_2_2]
47073;[o_19_2_1]
47073;[o_19_2_2]
47093;[o_19_2_1]
47093;[o_19_2_2]
47101;[o_19_2_1]
47101;[o_19_2_2]
47111;[o_19_2_1]
47111;[o_19_2_2]
47113;[o_19_2_1]
47113;[o_19_2_2]
47116;[o_19_2_1]
47116;[o_19_2_2]
47121;[o_13_2_1]
47121;[o_13_2_2]
47138;[o_13_2_1]
47138;[o_13_2_2]
47150;[o_13_2_1]
47150;[o_13_2_2]
47161;[o_19_2_1]
47161;[o_19_2_2]
47169;5 апреля 2017 г.
47169;4 мая 2017 г.
47177;[o_19_2_1]
47177;[o_19_2_2]
47194;[o_19_2_1]
47194;[o_19_2_2]
47197;9 июня 2016 г.
47197;7 июля 2016 г.
47198;[o_19_2_1]
47198;[o_19_2_2]
47202;[o_19_2_1]
47202;[o_19_2_2]
47210;[o_ | 20 | _2_1]
47210;[o_ | 20 | _2_2]
47233;[o_19_2_1]
47233;[o_19_2_2]
47235;[o_19_2_1]
47235;[o_19_2_2]
47246;[o_19_2_1]
47246;[o_19_2_2]
47255;[o_19_2_1]
47255;[o_19_2_2]
47258; 
47258; 
47262;3 июня 2016 г.
47262;5 августа 2016 г.
47266;[o_19_2_1]
47266;[o_19_2_2]
47274;20.05.19
47274;уточняется
47278;информация уточняется
47278;информация уточняется
47279;[o_ | 20 | _2_1]
47279;[o_ | 20 | _2_2]
47289;[o_19_2_1]
47289;[o_19_2_2]
47297;[o_13_2_1]
47297;[o_13_2_2]
47304;[o_19_2_1]
47304;[o_19_2_2]
47312;информация уточняется
47312;информация уточняется
47325;[o_19_2_1]
47325;[o_19_2_2]
47329;[o_ | 20 | _2_1]
47329;[o_ | 20 | _2_2]
47350;информация уточняется
47350;информация уточняется
47356;[o_ | 20 | _2_1]
47356;[o_ | 20 | _2_2]
47363;8 апреля 2016 г. 
47363;21 апреля 2016 г. 
47365;[o_ | 20 | _2_1]
47365;[o_ | 20 | _2_2]
47369;[o_ | 20 | _2_1]
47369;[o_ | 20 | _2_2]
47371;[o_ | 20 | _2_1]
47371;[o_ | 20 | _2_2]
47373;10 июня 2016 г.
47373;12 августа 2016 г.
47376;[o_19_2_1]
47376;[o_19_2_2]
47380;[o_13_2_1]
47380;[o_13_2_2]
47387;[o_13_2_1]
47387;[o_13_2_2]
47391;[o_13_2_1]
47391;[o_13_2_2]
47396;20.03.2016
47396;08.04.2016
47411; 
47411;[o_19_2_2]
47414;[o_13_2_1]
47414;[o_13_2_2]
47428;[o_ | 20 | _2_1]
47428;[o_ | 20 | _2_2]
47431;[o_ | 20 | _2_1]
47431;[o_ | 20 | _2_2]
47432;[o_19_2_1]
47432;[o_19_2_2]
47439;[o_19_2_1]
47439;[o_19_2_2]
47441;[o_19_2_1]
47441;[o_19_2_2]
47444;[o_13_2_1]
47444;[o_13_2_2]
47473;[o_ | 20 | _2_1]
47473;[o_ | 20 | _2_2]
47479;[o_ | 20 | _2_1]
47479;[o_ | 20 | _2_2]
47487;[o_ | 20 | _2_1]
47487;[o_ | 20 | _2_2]
47490;[o_19_2_1]
47490;[o_19_2_2]
47491;[o_ | 20 | _2_1]
47491;[o_ | 20 | _2_2]
47498;[o_13_2_1]
47498;[o_13_2_2]
47499;[o_ | 20 | _2_1]
47499;[o_ | 20 | _2_2]
47540;[o_13_2_1]
47540;[o_13_2_2]
47541;02.11.2016
47541;16.11.2016
47542;[o_19_2_1]
47542;[o_19_2_2]
47547;28.04.2016
47547;17.05.2016
47563;[o_19_2_1]
47563;[o_19_2_2]
47564;[o_13_2_1]
47564;[o_13_2_2]
47578;[o_19_2_1]
47578;[o_19_2_2]
47587;[o_19_2_1]
47587;[o_19_2_2]
47592;[o_13_2_1]
47592;[o_13_2_2]
47613;[o_13_2_1]
47613;[o_13_2_2]
47619;[o_19_2_1]
47619;[o_19_2_2]
47621;[o_13_2_1]
47621;[o_13_2_2]
47631;[o_19_2_1]
47631;[o_19_2_2]
47640;[o_13_2_1]
47640;[o_13_2_2]
47644;[o_13_2_1]
47644;[o_13_2_2]
47646;[o_19_2_1]
47646;[o_19_2_2]
47648;27.04.2016 г.
47648;13.05.2016 г.
47656;[o_19_2_1]
47656;[o_19_2_2]
47657;[o_ | 20 | _2_1]
47657;[o_ | 20 | _2_2]
47660;[o_19_2_1]
47660;[o_19_2_2]
47662;[o_ | 20 | _2_1]
47662;[o_ | 20 | _2_2]
47663;04.07.2016
47663;16.07.2016
47668;[o_ | 20 | _2_1]
47668;[o_ | 20 | _2_2]
47709;[o_13_2_1]
47709;[o_13_2_2]
47712;[o_13_2_1]
47712;[o_13_2_2]
47716;[o_ | 20 | _2_1]
47716;[o_ | 20 | _2_2]
47761;[o_13_2_1]
47761;[o_13_2_2]
47772;---
47772;---
47796;[o_19_2_1]
47796;[o_19_2_2]
47811;[o_19_2_1]
47811;[o_19_2_2]
47819;[o_ | 20 | _2_1]
47819;[o_ | 20 | _2_2]
47831;20 сентября 2016 года
47831;24 октября 2016 года
47833;[o_19_2_1]
47833;[o_19_2_2]
47842;[o_13_2_1]
47842;[o_13_2_2]
47850;[o_13_2_1]
47850;[o_13_2_2]
47851;[o_13_2_1]
47851;[o_13_2_2]
47866;[o_13_2_1]
47866;[o_13_2_2]
47883;[o_19_2_1]
47883;[o_19_2_2]
47909;6 мая 2016 г.
47909;3 июня 2016 г.
47913;[o_19_2_1]
47913;[o_19_2_2]
47915;[o_19_2_1]
47915;[o_19_2_2]
47942;[o_ | 20 | _2_1]
47942;[o_ | 20 | _2_2]
47957;25 марта 2016 года
47957;31 марта 2016 года
47960;[o_19_2_1]
47960;[o_19_2_2]
47977;[o_19_2_1]
47977;[o_19_2_2]
47978;[o_19_2_1]
47978;[o_19_2_2]
47983;[o_19_2_1]
47983;[o_19_2_2]
47996;29.04.2016-17.05.2016
47996;[o_19_2_2]
47999;[o_13_2_1]
47999;[o_13_2_2]
48031;[o_19_2_1]
48031;[o_19_2_2]
48032;[o_19_2_1]
48032;[o_19_2_2]
48036;[o_19_2_1]
48036;[o_19_2_2]
48037;[o_19_2_1]
48037;[o_19_2_2]
48040;16 мая 2016 г.
48040;27 мая 2016 г.
48044;[o_13_2_1]
48044;[o_13_2_2]
48045;[o_13_2_1]
48045;[o_13_2_2]
48047;[o_13_2_1]
48047;[o_13_2_2]
48101;[o_19_2_1]
48101;[o_19_2_2]
48103;[o_ | 20 | _2_1]
48103;[o_ | 20 | _2_2]
48105;[o_19_2_1]
48105;[o_19_2_2]
48106;[o_19_2_1]
48106;[o_19_2_2]
48110;[o_19_2_1]
48110;[o_19_2_2]
48116;[o_19_2_1]
48116;[o_19_2_2]
48147;[o_19_2_1]
48147;[o_19_2_2]
48151;[o_19_2_1]
48151;[o_19_2_2]
48157;[o_13_2_1]
48157;[o_13_2_2]
48158;[o_ | 20 | _2_1]
48158;[o_ | 20 | _2_2]
48174;[o_ | 20 | _2_1]
48174;[o_ | 20 | _2_2]
48176;[o_13_2_1]
48176;[o_13_2_2]
48178;[o_19_2_1]
48178;[o_19_2_2]
48201;[o_19_2_1]
48201;[o_19_2_2]
48292;[o_ | 20 | _2_1]
48292;[o_ | 20 | _2_2]
48294;[o_13_2_1]
48294;[o_13_2_2]
48300;[o_19_2_1]
48300;[o_19_2_2]
48301;[o_13_2_1]
48301;[o_13_2_2]
48304;[o_19_2_1]
48304;[o_19_2_2]
48305;[o_ | 20 | _2_1]
48305;[o_ | 20 | _2_2]
48307;[o_13_2_1]
48307;[o_13_2_2]
48309;[o_19_2_1]
48309;[o_19_2_2]
48310;[o_13_2_1]
48310;[o_13_2_2]
48318;[o_19_2_1]
48318;[o_19_2_2]
48320;[o_19_2_1]
48320;[o_19_2_2]
48321;[o_19_2_1]
48321;[o_19_2_2]
48328;[o_19_2_1]
48328;[o_19_2_2]
48342;[o_19_2_1]
48342;[o_19_2_2]
48364;-
48364;-
48370;[o_ | 20 | _2_1]
48370;[o_ | 20 | _2_2]
48391;28.07.2016
48391;07.09.2016
48411;[o_19_2_1]
48411;[o_19_2_2]
48413;[o_ | 20 | _2_1]
48413;[o_ | 20 | _2_2]
48435;[o_13_2_1]
48435;[o_13_2_2]
48436;[o_19_2_1]
48436;[o_19_2_2]
48442;[o_13_2_1]
48442;[o_13_2_2]
48447;[o_19_2_1]
48447;[o_19_2_2]
48449;[o_19_2_1]
48449;[o_19_2_2]
48483;05 июля 2016 г.
48483;01 августа 2016г.
48505;23.05.2016
48505;22.07.2016
48511;[o_19_2_1]
48511;[o_19_2_2]
48522;[o_19_2_1]
48522;[o_19_2_2]
48536;[o_13_2_1]
48536;[o_13_2_2]
48543;10.10.2016
48543;04.10.2016
48554;[o_ | 20 | _2_1]
48554;[o_ | 20 | _2_2]
48567;4 мая 2016 г.
48567;18 мая 2016 г.
48571;[o_ | 20 | _2_1]
48571;[o_ | 20 | _2_2]
48578;[o_19_2_1]
48578;[o_19_2_2]
48595;[o_19_2_1]
48595;[o_19_2_2]
48607;[o_19_2_1]
48607;[o_19_2_2]
48626;[o_19_2_1]
48626;[o_19_2_2]
48655;[o_19_2_1]
48655;[o_19_2_2]
48657;[o_13_2_1]
48657;[o_13_2_2]
48659;[o_13_2_1]
48659;[o_13_2_2]
48682;[o_19_2_1]
48682;[o_19_2_2]
48686;[o_13_2_1]
48686;[o_13_2_2]
48692; 
48692; 
48693;[o_19_2_1]
48693;[o_19_2_2]
48694;[o_13_2_1]
48694;[o_13_2_2]
48697;[o_13_2_1]
48697;[o_13_2_2]
48705;[o_19_2_1]
48705;[o_19_2_2]
48728;-
48728;-
48769;[o_19_2_1]
48769;[o_19_2_2]
48770;[o_13_2_1]
48770;[o_13_2_2]
48772;[o_19_2_1]
48772;[o_19_2_2]
48773;[o_13_2_1]
48773;[o_13_2_2]
48774;[o_13_2_1]
48774;[o_13_2_2]
48776;[o_13_2_1]
48776;[o_13_2_2]
48777;[o_13_2_1]
48777;[o_13_2_2]
48778;[o_13_2_1]
48778;[o_13_2_2]
48780;[o_13_2_1]
48780;[o_13_2_2]
48782;11.11.2016
48782;25.11.2016
48804;[o_19_2_1]
48804;[o_19_2_2]
48806;[o_19_2_1]
48806;[o_19_2_2]
48807;[o_13_2_1]
48807;[o_13_2_2]
48809;[o_13_2_1]
48809;[o_13_2_2]
48818;07.09.2016
48818;06.10.2016
48870;14.02.2017
48870;22.03.2017
48874;[o_ | 20 | _2_1]
48874;[o_ | 20 | _2_2]
48895;[o_ | 20 | _2_1]
48895;[o_ | 20 | _2_2]
48896; 
48896; 
48897;[o_13_2_1]
48897;[o_13_2_2]
48909;"20.06.2016
24.11.2016"
48909;"01.07.2016
21.12.2016"
48912;[o_13_2_1]
48912;[o_13_2_2]
48926;[o_19_2_1]
48926;[o_19_2_2]
48927;[o_13_2_1]
48927;[o_13_2_2]
48935;02.06.2016
48935;30.06.2016
48954;[o_19_2_1]
48954;[o_19_2_2]
48961;[o_ | 20 | _2_1]
48961;[o_ | 20 | _2_2]
48965;[o_19_2_1]
48965;[o_19_2_2]
48969;[o_19_2_1]
48969;[o_19_2_2]
48992;[o_19_2_1]
48992;[o_19_2_2]
49095;[o_ | 20 | _2_1]
49095;[o_ | 20 | _2_2]
49122;[o_19_2_1]
49122;[o_19_2_2]
49139;[o_19_2_1]
49139;[o_19_2_2]
49152;[o_19_2_1]
49152;[o_19_2_2]
49169;[o_ | 20 | _2_1]
49169;[o_ | 20 | _2_2]
49202;[o_19_2_1]
49202;[o_19_2_2]
49210;[o_13_2_1]
49210;[o_13_2_2]
49214;9 июня 2016 г. 
49214;7 июля 2016 г.
49233;[o_13_2_1]
49233;[o_13_2_2]
49249;29.12.2016
49249;01.02.2016
49264; 
49264; 
49276;[o_19_2_1]
49276;[o_19_2_2]
49277;[o_19_2_1]
49277;[o_19_2_2]
49288;[o_19_2_1]
49288;[o_19_2_2]
49295;-
49295;-
49306;31 мая 2016 г
49306; 29 июня 2016 г.
49314;[o_19_2_1]
49314;[o_19_2_2]
49318;[o_13_2_1]
49318;[o_13_2_2]
49324;[o_19_2_1]
49324;[o_19_2_2]
49340;[o_ | 20 | _2_1]
49340;[o_ | 20 | _2_2]
49358;[o_13_2_1]
49358;[o_13_2_2]
49359;[o_19_2_1]
49359;[o_19_2_2]
49377;[o_13_2_1]
49377;[o_13_2_2]
49379;[o_19_2_1]
49379;[o_19_2_2]
49392;[o_13_2_1]
49392;[o_13_2_2]
49400;1 июля 2016 года
49400;30 июля 2016 года
49403;[o_13_2_1]
49403;[o_13_2_2]
49439;[o_13_2_1]
49439;[o_13_2_2]
49443;-
49443;-
49445;[o_13_2_1]
49445;[o_13_2_2]
49448;[o_19_2_1]
49448;[o_19_2_2]
49450;[o_19_2_1]
49450;[o_19_2_2]
49451;[o_19_2_1]
49451;[o_19_2_2]
49455;[o_19_2_1]
49455;[o_19_2_2]
49483;[o_19_2_1]
49483;[o_19_2_2]
49489; 
49489; 
49492;[o_19_2_1]
49492;[o_19_2_2]
49499;[o_19_2_1]
49499;[o_19_2_2]
49522;28/02/2017
49522;04/05/2017
49531;[o_13_2_1]
49531;[o_13_2_2]
49533;[o_ | 20 | _2_1]
49533;[o_ | 20 | _2_2]
49535;[o_13_2_1]
49535;[o_13_2_2]
49557; 
49557; 
49570;[o_13_2_1]
49570;[o_13_2_2]
49578;[o_19_2_1]
49578;[o_19_2_2]
49583;[o_13_2_1]
49583;[o_13_2_2]
49588;[o_19_2_1]
49588;[o_19_2_2]
49592;[o_19_2_1]
49592;[o_19_2_2]
49593;[o_13_2_1]
49593;[o_13_2_2]
49618;[o_19_2_1]
49618;[o_19_2_2]
49619;[o_13_2_1]
49619;[o_13_2_2]
49621;[o_19_2_1]
49621;[o_19_2_2]
49623;[o_19_2_1]
49623;[o_19_2_2]
49636;[o_ | 20 | _2_1]
49636;[o_ | 20 | _2_2]
49638;[o_19_2_1]
49638;[o_19_2_2]
49639;[o_ | 20 | _2_1]
49639;[o_ | 20 | _2_2]
49650;[o_13_2_1]
49650;[o_13_2_2]
49676;[o_13_2_1]
49676;[o_13_2_2]
49683;[o_19_2_1]
49683;[o_19_2_2]
49690;[o_13_2_1]
49690;[o_13_2_2]
49713;[o_19_2_1]
49713;[o_19_2_2]
49735;[o_13_2_1]
49735;[o_13_2_2]
49740;[o_13_2_1]
49740;[o_13_2_2]
49743;12 июля 2017 г.
49743;8 августа 2017 г.
49764;[o_13_2_1]
49764;[o_13_2_2]
49765;[o_19_2_1]
49765;[o_19_2_2]
