regulation_project_id;Прогноз количественной динамики структуры регулируемых субъектов по категориям при введении предлагаемого регулирования;Микропредприятия;Малыепредприятия;Средниепредприятия
96386;(год N);Отсутствует.;Отсутствует.;Отсутствует.
96462;-;-;-;-
96462;-;-;-;-
96586;-;-;-;-
96586;-;-;-;-
96710;-;-;-;-
96710;-;-;-;-
96751;(год 1);нет данных;нет данных;нет данных
96751;(год N);нет данных;нет данных;нет данных
96793;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
96793;Отсутствуют;Отсутствуют;Отсутствуют;Отсутствуют
96849;отсутствует;отсутствует;отсутствует;отсутствует
96849;отсутствует;отсутствует;отсутствует;отсутствует
96949;--;--;--;--
96949;--;--;--;--
96968;отсутствует;-;-;-
96968;отсутствует;-;-;-
96980;отсутствует;0;0;0
96980;отсутствует;0;0;0
97016;-;-;-;-
97016;-;-;-;-
97033;отсутствует;-;-;-
97033;отсутствует;-;-;-
97045;-;Количественные данные структуры отсутствуют;Количественные данные структуры отсутствуют;Количественные данные структуры отсутствуют
97045;Предлагаемое регулирование не повлияет на количественную динамику структуры регулируемых субъектов по категориям;Количественные данные структуры отсутствуют;Количественные данные структуры отсутствуют;Количественные данные структуры отсутствуют
97075;-;-;-;-
97075;-;-;-;-
97231;-;-;-;-
97231;-;-;-;-
97240;-;-;-;-
97240;-;-;-;-
97255;нет;нет;нет;нет
97255;нет;нет;нет;нет
97360;-;-;-;-
97360;-;-;-;-
97370;-;-;-;-
97370;-;-;-;-
97371;Оценка не производилась;Оценка не производилась;Оценка не производилась;Оценка не производилась
97371;Оценка не производилась;Оценка не производилась;Оценка не производилась;Оценка не производилась
97558;отсутствуют;0;0;0
97558;отсутствуют;отсутствуют;отсутствуют;отсутствуют
97559;отсутствуют;0;0;0
97559;отсутствуют;отсутствуют;отсутствуют;отсутствуют
97560;-;-;-;-
97560;отсутствуют;0;0;0
97646;Нет данных;-;-;-
97646;Нет данных;-;-;-
97699;отсутствует;-;-;-
97699;отсутствует;-;-;-
97730;не установлено;не установлено;не установлено;не установлено
97730;не установлено;не установлено;не установлено;не установлено
97823;Отсутствуют данные;Отсутствуют данные;Отсутствуют данные;Отсутствуют данные
97823;Отсутствуют данные;Отсутствуют данные;Отсутствуют данные;Отсутствуют данные
97840;0;0;200;300
97840;0;0;200;300
97847;-;-;-;-
97847;-;-;-;-
97893;-;-;-;-
97893;нет данных;-;-;-
97958;-;-;-;-
97958;-;-;-;-
98024;-;-;-;-
98024;-;-;-;-
98036;отсутствует;отсутствует;отсутствует;отсутствует
98036;отсутствует;отсутствует;отсутствует;отсутствует
98050;(год 1);отсутствуют данные;отсутствуют данные;отсутствуют данные
